genome	protein_id	signalp_class	cs_after	cs_prob	length	label	is_mesophile	tagged_id	split
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000015.1_23 # 22834 # 23196 # -1 # ID=4_23;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.680	LIPO	23	0.9896	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000015.1_23 # 22834 # 23196 # -1 # ID=4_23;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.680	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000069.1_2 # 1092 # 1625 # -1 # ID=5_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.511	SP	25	0.753	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000069.1_2 # 1092 # 1625 # -1 # ID=5_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.511	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000069.1_6 # 6199 # 7764 # -1 # ID=5_6;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.586	SP	27	0.9456	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000069.1_6 # 6199 # 7764 # -1 # ID=5_6;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.586	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000070.1_2 # 755 # 3823 # -1 # ID=6_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.606	LIPO	27	0.986	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000070.1_2 # 755 # 3823 # -1 # ID=6_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.606	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000070.1_5 # 7774 # 8385 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.574	LIPO	20	0.9902	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000070.1_5 # 7774 # 8385 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.574	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000071.1_4 # 4421 # 7159 # 1 # ID=7_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.570	LIPO	42	0.447	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000071.1_4 # 4421 # 7159 # 1 # ID=7_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.570	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000072.1_1 # 1 # 234 # 1 # ID=8_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	SP	35	0.6495	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000072.1_1 # 1 # 234 # 1 # ID=8_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000072.1_7 # 7233 # 8201 # -1 # ID=8_7;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.557	LIPO	28	0.9039	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000072.1_7 # 7233 # 8201 # -1 # ID=8_7;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.557	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000073.1_3 # 2389 # 3630 # -1 # ID=9_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.579	LIPO	19	0.9931	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000073.1_3 # 2389 # 3630 # -1 # ID=9_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.579	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000016.1_5 # 2445 # 6011 # -1 # ID=10_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.583	LIPO	24	0.9951	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000016.1_5 # 2445 # 6011 # -1 # ID=10_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.583	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000016.1_6 # 6036 # 8183 # -1 # ID=10_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.603	LIPO	38	0.9791	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000016.1_6 # 6036 # 8183 # -1 # ID=10_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.603	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000016.1_10 # 11965 # 14850 # -1 # ID=10_10;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.580	LIPO	18	0.9957	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000016.1_10 # 11965 # 14850 # -1 # ID=10_10;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.580	train
GB_GCA_002050035.1	GB_GCA_002050035.1~MVCR01000001.1_2 # 3170 # 3415 # 1 # ID=14_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622	LIPO	39	0.7644	0	hyperthermophile	False	GB_GCA_002050035.1~GB_GCA_002050035.1~MVCR01000001.1_2 # 3170 # 3415 # 1 # ID=14_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_2 # 1095 # 2441 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.471	SP	20	0.9825	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_2 # 1095 # 2441 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.471	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_11 # 18000 # 19565 # 1 # ID=1_11;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.473	SP	35	0.9584	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_11 # 18000 # 19565 # 1 # ID=1_11;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.473	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_13 # 19819 # 20823 # -1 # ID=1_13;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.500	LIPO	21	0.4594	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_13 # 19819 # 20823 # -1 # ID=1_13;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.500	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_14 # 21155 # 23191 # -1 # ID=1_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.488	SP	20	0.9782	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_14 # 21155 # 23191 # -1 # ID=1_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.488	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_15 # 23287 # 26676 # -1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.469	SP	32	0.9229	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_15 # 23287 # 26676 # -1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.469	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_16 # 26899 # 27543 # -1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.439	SP	18	0.9858	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_16 # 26899 # 27543 # -1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.439	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_20 # 29737 # 32040 # -1 # ID=1_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	SP	25	0.9704	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_20 # 29737 # 32040 # -1 # ID=1_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_26 # 38072 # 39097 # -1 # ID=1_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.467	SP	19	0.9794	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_26 # 38072 # 39097 # -1 # ID=1_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.467	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_29 # 40937 # 43324 # -1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.522	SP	29	0.9767	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_29 # 40937 # 43324 # -1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.522	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_31 # 44455 # 45939 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.478	LIPO	15	0.9941	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_31 # 44455 # 45939 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.478	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_33 # 47668 # 50379 # -1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.491	SP	23	0.9726	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_33 # 47668 # 50379 # -1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.491	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_34 # 50414 # 51145 # -1 # ID=1_34;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.486	SP	25	0.9592	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_34 # 50414 # 51145 # -1 # ID=1_34;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.486	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_35 # 51200 # 52363 # -1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.518	SP	24	0.9462	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_35 # 51200 # 52363 # -1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.518	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_36 # 52700 # 61504 # 1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.517	LIPO	31	0.9211	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_36 # 52700 # 61504 # 1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.517	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_38 # 62656 # 64296 # -1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.462	SP	19	0.978	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_38 # 62656 # 64296 # -1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.462	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_41 # 66540 # 69665 # -1 # ID=1_41;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.508	SP	21	0.8056	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_41 # 66540 # 69665 # -1 # ID=1_41;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.508	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_45 # 74409 # 76052 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.460	SP	24	0.976	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_45 # 74409 # 76052 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.460	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_46 # 76130 # 78688 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.455	LIPO	22	0.7112	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_46 # 76130 # 78688 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.455	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_50 # 84418 # 85047 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.424	LIPO	23	0.4982	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_50 # 84418 # 85047 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.424	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_52 # 86031 # 87287 # 1 # ID=1_52;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.494	LIPO	23	0.9039	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_52 # 86031 # 87287 # 1 # ID=1_52;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.494	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_54 # 88632 # 92099 # 1 # ID=1_54;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.512	SP	23	0.9718	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_54 # 88632 # 92099 # 1 # ID=1_54;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.512	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_59 # 97709 # 98275 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.436	SP	20	0.9479	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_59 # 97709 # 98275 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.436	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_67 # 103173 # 105479 # -1 # ID=1_67;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.472	SP	26	0.8311	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_67 # 103173 # 105479 # -1 # ID=1_67;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.472	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_68 # 105962 # 106834 # -1 # ID=1_68;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.541	LIPO	19	0.9901	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_68 # 105962 # 106834 # -1 # ID=1_68;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.541	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_70 # 107396 # 108745 # 1 # ID=1_70;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.449	SP	26	0.9009	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_70 # 107396 # 108745 # 1 # ID=1_70;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.449	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_71 # 108798 # 109889 # 1 # ID=1_71;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.474	LIPO	26	0.9885	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_71 # 108798 # 109889 # 1 # ID=1_71;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.474	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_74 # 115007 # 115174 # -1 # ID=1_74;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.470	SP	19	0.9767	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_74 # 115007 # 115174 # -1 # ID=1_74;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.470	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_83 # 121169 # 121282 # -1 # ID=1_83;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.447	SP	23	0.8341	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_83 # 121169 # 121282 # -1 # ID=1_83;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.447	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_88 # 123180 # 123641 # -1 # ID=1_88;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.468	SP	22	0.9711	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_88 # 123180 # 123641 # -1 # ID=1_88;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.468	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_91 # 124662 # 126209 # -1 # ID=1_91;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497	SP	26	0.9321	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_91 # 124662 # 126209 # -1 # ID=1_91;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_100 # 134653 # 135507 # -1 # ID=1_100;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.386	SP	30	0.8964	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_100 # 134653 # 135507 # -1 # ID=1_100;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.386	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_103 # 138863 # 140767 # 1 # ID=1_103;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.477	SP	21	0.9841	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_103 # 138863 # 140767 # 1 # ID=1_103;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.477	train
GB_GCA_002084765.1	GB_GCA_002084765.1~NBMB01000001.1_104 # 140923 # 142266 # 1 # ID=1_104;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.488	LIPO	22	0.9685	0	hyperthermophile	False	GB_GCA_002084765.1~GB_GCA_002084765.1~NBMB01000001.1_104 # 140923 # 142266 # 1 # ID=1_104;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.488	train
